EmpID,FirstName,LastName,BusinessUnit,EmployeeStatus
3680,Harrison,Hudson,MSC,Active
3681,Taniya,Lane,TNS,Active
3682,Rene,Wallace,PYZ,Active
3683,Kai,Gaines,WBL,Active
3684,Noelle,Levy,NEL,Active
3685,Kylie,Jimenez,PL,Active
3686,Carly,Figueroa,BPC,Future Start
3687,Bria,Mcpherson,CCDR,Active
3688,Brynn,Harding,SVG,Future Start
3689,Rashad,Wells,EW,Active
3690,Jaylene,Deleon,MSC,Active
3691,Chace,Church,TNS,Active
3692,Zayne,Hunter,PYZ,Active
3693,Amya,Vega,SVG,Active
3694,Nickolas,West,EW,Voluntarily Terminated
3695,Cason,Neal,MSC,Voluntarily Terminated
3696,Aldo,Dyer,TNS,Voluntarily Terminated
3697,Sonia,Skinner,PYZ,Active
3698,Julien,Banks,WBL,Active
3699,Madelyn,Mcdonald,PYZ,Voluntarily Terminated
3700,Brenden,Nash,PL,Active
3701,Genesis,Coleman,NEL,Active
3702,Justice,Branch,MSC,Active
3703,Addisyn,Guerrero,EW,Active
3704,Addisyn,Aguilar,CCDR,Active
3705,Marcos,Gallagher,BPC,Active
3706,Mareli,Parker,WBL,Active
3707,Joshua,Mitchell,TNS,Active
3708,Case,Gaines,SVG,Active
3709,Jacey,Reyes,PYZ,Active
3710,Dean,Middleton,PL,Active
3711,Marlene,Bates,NEL,Active
3712,Kyra,Ray,MSC,Future Start
3713,Melanie,Kennedy,EW,Active
3714,Aleena,Mercer,CCDR,Active
3715,Jake,White,BPC,Active
3716,Chaim,Chase,SVG,Voluntarily Terminated
3717,Keshawn,Le,EW,Active
3718,Dalton,Frazier,MSC,Voluntarily Terminated
3719,Cannon,Hester,TNS,Active
3720,Crystal,Brandt,PYZ,Active
3721,Johnny,Goodman,NEL,Active
3722,Nehemiah,Hancock,PL,Voluntarily Terminated
3723,Elliana,Villanueva,BPC,Voluntarily Terminated
3724,Essence,Schwartz,CCDR,Voluntarily Terminated
3725,Ryker,Cox,SVG,Active
3726,Averi,Stevenson,EW,Active
3727,Katherine,Russo,MSC,Active
3728,Aydan,Robbins,TNS,Active
3729,Heaven,Walls,BPC,Active
3730,Bobby,Chung,CCDR,Active
3731,Maximus,Fields,EW,Active
3732,Orion,Ochoa,MSC,Active
3733,Halle,Boyd,NEL,Future Start
3734,Lindsey,Rocha,PL,Active
3735,Chace,Gray,PYZ,Active
3736,Carsen,Wheeler,SVG,Active
3737,Arielle,Escobar,TNS,Active
3738,Kaitlynn,Blair,SVG,Voluntarily Terminated
3739,Amir,Melendez,EW,Voluntarily Terminated
3740,Monique,Buckley,MSC,Voluntarily Terminated
3741,Clark,Blanchard,TNS,Voluntarily Terminated
3742,Gabriel,Pearson,PYZ,Active
3743,Mercedes,Cook,WBL,Active
3744,Skyler,Blankenship,NEL,Active
3745,Jordan,Davis,PL,Voluntarily Terminated
3746,Bridget,Wu,BPC,Active
3747,Gabriel,Kirk,CCDR,Voluntarily Terminated
3748,Aron,Ali,SVG,Active
3749,Kayden,Soto,EW,Active
3750,Micaela,Conner,MSC,Active
3751,Arthur,Mitchell,TNS,Active
3752,Deven,Morse,PYZ,Active
3753,George,Villegas,WBL,Active
3754,Arielle,Potts,NEL,Active
3755,Maxwell,Howell,PL,Future Start
3756,Junior,Bridges,BPC,Active
3757,Salvatore,Noble,CCDR,Future Start
3758,Heath,Hodges,SVG,Voluntarily Terminated
3759,Gabriella,Warner,EW,Active
3760,Ryan,Tate,MSC,Active
3761,Hazel,Vincent,CCDR,Active
3762,Gavyn,Riggs,SVG,Active
3763,Giancarlo,Cross,EW,Voluntarily Terminated
3764,Cristal,Bradshaw,MSC,Active
3765,Guadalupe,Burke,TNS,Active
3766,Elisa,Henry,PYZ,Active
3767,Kale,Fischer,TNS,Voluntarily Terminated
3768,Morgan,Blackwell,SVG,Active
3769,Ivan,Wright,PYZ,Active
3770,Nayeli,Hood,PL,Voluntarily Terminated
3771,Marilyn,Smith,NEL,Voluntarily Terminated
3772,Zoie,Rowland,MSC,Active
3773,Ann,Nguyen,EW,Voluntarily Terminated
3774,Ramiro,Savage,CCDR,Active
3775,Karma,Koch,BPC,Active
3776,Jacqueline,Hendrix,WBL,Active
3777,Kaitlin,Barker,TNS,Active
3778,Semaj,Griffith,SVG,Active
3779,Damian,Burke,PYZ,Future Start
3780,Jessie,Smith,PL,Future Start
3781,Hezekiah,Cummings,NEL,Future Start
3782,Brody,House,MSC,Voluntarily Terminated
3783,Aaliyah,Watts,EW,Active
3784,Ashton,Larsen,CCDR,Active
3785,Joshua,Gibson,PL,Active
3786,Kyleigh,Bauer,PYZ,Voluntarily Terminated
3787,Ramon,Schultz,SVG,Voluntarily Terminated
3788,Maxim,Houston,TNS,Voluntarily Terminated
3789,Deanna,Sellers,WBL,Active
3790,Frankie,Figueroa,PYZ,Active
3791,Bentley,Rush,WBL,Active
3792,Alexia,Pham,NEL,Active
3793,Roselyn,Roberts,PL,Active
3794,Ayden,Chambers,BPC,Active
3795,Kaitlynn,Serrano,CCDR,Active
3796,Jefferson,White,SVG,Active
3797,Maria,Grant,EW,Active
3798,Bryanna,Ibarra,MSC,Active
3799,Sophie,Zavala,TNS,Active
3800,Amya,Grant,PYZ,Active
3801,Jaydan,Neal,WBL,Active
3802,Amiyah,Ramirez,NEL,Active
3803,Kai,Holt,PL,Future Start
3804,Brendon,Wilson,BPC,Active
3805,Nancy,Short,CCDR,Active
3806,Isabella,Wilkins,SVG,Active
3807,Mayra,Moss,EW,Active
3808,Maria,Gonzalez,PYZ,Active
3809,Jumil,Turpin,TNS,Active
3810,Ann,Daniele,PL,Active
3811,Joe,South,PL,Active
3812,Sarah,Warfield,BPC,Active
3813,Alejandro,Bacong,SVG,Active
3814,Jyoti,Lajiri,EW,Leave of Absence
3815,Neville,Tredinnick,SVG,Active
3816,Anthony,Cisco,WBL,Active
3817,Linda,Dolan,CCDR,Active
3818,Carlos,Merlos,CCDR,Active
3819,Tanya,Morway,MSC,Active
3820,Anita,Shepard,EW,Active
3821,Jeremiah,Semizoglou,TNS,Active
3822,Katrina,Lambert,WBL,Active
3823,Alexzander,Pope,TNS,Active
3824,Derek,Holmes,SVG,Active
3825,Danika,Deleon,PYZ,Active
3826,Sabrina,Durham,PL,Active
3827,Frankie,Carrillo,NEL,Active
3828,Quintin,Solomon,PL,Active
3829,Jaqueline,Pittman,BPC,Active
3830,Mariana,Glass,CCDR,Active
3831,Payton,Cross,SVG,Active
3832,Sloane,Rasmussen,EW,Leave of Absence
3833,Elise,Vazquez,PYZ,Active
3834,Monique,Pierce,WBL,Active
3835,Axel,Higgins,NEL,Active
3836,Marcos,Petty,PL,Active
3837,Mia,Cowan,BPC,Active
3838,Tanya,Leonard,CCDR,Active
3839,Dereon,Page,PL,Active
3840,Meadow,Boyer,BPC,Active
3841,Paris,Simpson,CCDR,Active
3842,Kyla,Durham,SVG,Leave of Absence
3843,Cassidy,Maddox,EW,Leave of Absence
3844,Edgar,Underwood,PYZ,Active
3845,Jaiden,Underwood,WBL,Active
3846,Eugene,Potts,NEL,Active
3847,Gilbert,Klein,PL,Active
3848,Nathaly,Huffman,BPC,Active
3849,Nancy,Clay,CCDR,Active
3850,Kylie,Cantrell,MSC,Active
3851,Vance,Marquez,NEL,Leave of Absence
3852,Dante,Wyatt,PL,Leave of Absence
3853,Rey,Monroe,PYZ,Leave of Absence
3854,Jayden,Mckee,WBL,Active
3855,Brady,Yoder,WBL,Active
3856,Darwin,Allen,TNS,Active
3857,Jasper,Harrison,SVG,Active
3858,Bailey,Humphrey,PYZ,Active
3859,Clare,English,PL,Active
3860,Amy,Sherman,NEL,Active
3861,Lizbeth,Hunt,PL,Active
3862,Eden,Armstrong,BPC,Leave of Absence
3863,Eugene,Mueller,CCDR,Active
3864,Tiffany,Washington,SVG,Leave of Absence
3865,Sloane,Moss,MSC,Active
3866,Kaeden,Vargas,TNS,Active
3867,Lena,Sandoval,PYZ,Active
3868,Adrien,Olsen,WBL,Active
3869,Damari,Brewer,NEL,Active
3870,Annalise,Gross,PL,Active
3871,Kamari,Mcgrath,BPC,Active
3872,Lorena,Rice,CCDR,Active
3873,Eliezer,Stokes,NEL,Active
3874,Aspen,Reyes,PL,Active
3875,Rudy,Richardson,BPC,Active
3876,Alana,Castro,CCDR,Active
3877,Oscar,Lopez,MSC,Active
3878,Carter,Cook,TNS,Active
3879,Liam,Hanna,PYZ,Active
3880,Zara,Pitts,WBL,Active
3881,Abby,Woodward,NEL,Active
3882,Litzy,Esparza,PL,Active
3883,Noemi,Brewer,BPC,Active
3884,Gilberto,Macdonald,CCDR,Active
3885,Armando,Macias,EW,Active
3886,Britney,Kelly,MSC,Active
3887,Emanuel,Haas,NEL,Leave of Absence
3888,Karlie,Drake,PL,Leave of Absence
3889,Myla,Mullen,TNS,Active
3890,Alan,Holland,WBL,Active
3891,Brooklynn,Greene,BPC,Active
3892,Maxwell,Mcpherson,CCDR,Active
3893,Lukas,Freeman,EW,Active
3894,Yesenia,Nielsen,MSC,Active
3895,Myah,Marsh,NEL,Active
3896,Korbin,Gilbert,PL,Active
3897,Jenna,Maddox,NEL,Active
3898,Anaya,Preston,PL,Leave of Absence
3899,Eugene,Pena,BPC,Leave of Absence
3900,Abel,Baker,CCDR,Active
3901,Deven,Merritt,EW,Active
3902,Hadassah,Moran,MSC,Active
3903,Hezekiah,Thompson,TNS,Active
3904,Quintin,Fry,PYZ,Active
3905,Alayna,Hess,WBL,Active
3906,Amaris,Miller,NEL,Active
3907,Barrett,Wilcox,PL,Active
3908,Kimberly,Watson,BPC,Active
3909,Rebecca,Park,CCDR,Active
3910,Caleb,Schneider,WBL,Active
3911,Vanessa,James,NEL,Active
3912,Maribel,Copeland,PL,Leave of Absence
3913,Henry,Zimmerman,BPC,Leave of Absence
3914,Nathanial,Booth,SVG,Active
3915,Rhys,Barry,TNS,Active
3916,Jonas,Rowland,WBL,Active
3917,Chris,Vincent,PYZ,Active
3918,Myah,Waller,WBL,Active
3919,Yaritza,Sherman,NEL,Active
3920,Haley,Weaver,PL,Active
3921,Alessandra,Lee,BPC,Active
3922,Kaitlin,Hickman,CCDR,Active
3923,Giancarlo,Juarez,WBL,Active
3924,Walter,Zuniga,NEL,Active
3925,Anna,Jordan,PL,Leave of Absence
3926,Jeffery,Gamble,BPC,Active
3927,Misael,Hunter,SVG,Active
3928,Audrina,Yu,TNS,Active
3929,Jeramiah,Foster,WBL,Active
3930,Bruce,Wallace,BPC,Active
3931,Giovani,Nelson,CCDR,Active
3932,Ari,Anthony,EW,Active
3933,Laylah,Branch,MSC,Active
3934,Alanna,Mullins,NEL,Active
3935,Arjun,Tyler,PL,Active
3936,Donald,Favis,MSC,Terminated for Cause
3937,Daniff,Hernandez,EW,Active
3938,Lori,Roby,BPC,Active
3939,Thomas,Murray,CCDR,Active
3940,Karthikeyan,Ait Sidi,EW,Active
3941,Ivan,Rogers,BPC,Active
3942,Bianca,Roehrich,PYZ,Voluntarily Terminated
3943,Jason,Salter,NEL,Voluntarily Terminated
3944,Julia,Zhou,SVG,Active
3945,Thelma,Petrowsky,MSC,Active
3946,Jayne,Horton,NEL,Active
3947,Renee,Becker,EW,Terminated for Cause
3948,Randall,Pearson,MSC,Voluntarily Terminated
3949,Claudia N,Carr,SVG,Future Start
3950,Noelle,Johnson,CCDR,Active
3951,Taisha,Goble,MSC,Terminated for Cause
3952,Kramer,Simard,EW,Active
3953,Mark,Griffith,BPC,Active
3954,Denisse,Hayes,CCDR,Active
3955,Draven,Giles,SVG,Active
3956,Aliana,Shaw,EW,Active
3957,Makaila,Nixon,MSC,Active
3958,Mohammed,Orr,TNS,Active
3959,Braylen,Mendoza,PYZ,Terminated for Cause
3960,Andreas,Torres,WBL,Active
3961,Maddison,Perez,NEL,Active
3962,Charlize,Wagner,MSC,Active
3963,Micah,Pace,TNS,Active
3964,Marlee,Stevens,PYZ,Future Start
3965,Precious,Roth,WBL,Active
3966,Konner,Villegas,NEL,Future Start
3967,Anastasia,Gillespie,MSC,Active
3968,Emely,Rice,NEL,Active
3969,Lewis,Nixon,PL,Active
3970,Macy,Webster,PYZ,Active
3971,Ciara,Acevedo,SVG,Active
3972,Eleanor,Patton,TNS,Active
3973,Brooklyn,Tanner,WBL,Terminated for Cause
3974,Zander,Franco,BPC,Terminated for Cause
3975,Kianna,Rhodes,CCDR,Terminated for Cause
3976,Kinsley,Braun,MSC,Active
3977,Gordon,Wu,TNS,Active
3978,Maryjane,Cross,PYZ,Active
3979,Peyton,Phelps,WBL,Future Start
3980,Carmen,Atkins,PL,Active
3981,Kiara,Fox,BPC,Active
3982,Yair,Jennings,CCDR,Active
3983,Kaylie,Velazquez,SVG,Active
3984,Christine,Skinner,EW,Active
3985,Zayne,Mccullough,MSC,Terminated for Cause
3986,Dennis,Key,TNS,Active
3987,Aydan,Benjamin,PYZ,Terminated for Cause
3988,Kenzie,Mullins,SVG,Leave of Absence
3989,Asa,Pham,TNS,Active
3990,Damarion,Schneider,WBL,Future Start
3991,Talan,Rodgers,BPC,Active
3992,Evelin,Snow,SVG,Active
3993,Sienna,Preston,PYZ,Active
3994,Taylor,Dennis,PL,Active
3995,Cortez,Murillo,NEL,Active
3996,Leonel,Combs,MSC,Active
3997,Carmen,Frost,EW,Active
3998,Ace,Krause,CCDR,Terminated for Cause
3999,Reuben,Davila,BPC,Terminated for Cause
4000,Angelique,Mann,PYZ,Terminated for Cause
1001,Susan,Exantus,BPC,Active
1002,Sandra,Martin,NEL,Active
1003,Keyla,Del Bosque,WBL,Active
1004,Andrew,Szabo,PYZ,Active
1005,Luke,Patronick,SVG,Active
1006,Colby,Andreola,MSC,Active
1007,Edward,TRUE,SVG,Voluntarily Terminated
1008,Judith,Carabbio,BPC,Active
1009,Adell,Saada,NEL,Active
1010,Kamari,Hunter,EW,Voluntarily Terminated
1011,Sarah,Malone,MSC,Voluntarily Terminated
1012,Skyler,Blackwell,TNS,Voluntarily Terminated
1013,Jasmin,Shah,PYZ,Active
1014,Kole,Quinn,WBL,Active
1015,Ansley,Jackson,NEL,Active
1016,Jayda,Reese,PL,Active
1017,Julien,Whitehead,BPC,Active
1018,Alan,Haynes,CCDR,Active
1019,Kamryn,Herrera,EW,Voluntarily Terminated
1020,Kelvin,Foster,MSC,Voluntarily Terminated
1021,Joe,Fletcher,TNS,Voluntarily Terminated
1022,Frederick,Howe,PYZ,Active
1023,Nickolas,Davila,WBL,Active
1024,Kasey,Boyer,NEL,Active
1025,Giovanni,Jenkins,PL,Active
1026,Alexis,Moss,BPC,Active
1027,Joanna,Murphy,CCDR,Active
1028,Joseph,Schmidt,PYZ,Voluntarily Terminated
1029,Brittany,Hurley,SVG,Active
1030,Niko,Hamilton,TNS,Active
1031,Ruben,Martinez,WBL,Active
1032,Kiley,Haynes,PYZ,Active
1033,Blaine,Brooks,WBL,Active
1034,Dennis,Livingston,NEL,Active
1035,Case,Russell,PL,Active
1036,Kody,Jimenez,BPC,Active
1037,Zoe,Colon,CCDR,Voluntarily Terminated
1038,Courtney,Cowan,SVG,Active
1039,Nolan,Perez,EW,Voluntarily Terminated
1040,Katrina,Farrell,MSC,Voluntarily Terminated
1041,Camden,Kelly,TNS,Voluntarily Terminated
1042,Milo,Hood,PYZ,Active
1043,Kale,Lang,WBL,Active
1044,Shyanne,Stark,NEL,Active
1045,Elliott,Ashley,PL,Active
1046,Genesis,Todd,CCDR,Voluntarily Terminated
1047,Sincere,Jimenez,SVG,Active
1048,Stephen,Daugherty,EW,Active
1049,Demarion,Morrow,MSC,Voluntarily Terminated
1050,Steven,Schneider,TNS,Active
1051,Devon,Hinton,PYZ,Active
1052,Jacquelyn,Johns,WBL,Active
1053,Blaine,Keith,NEL,Active
1054,Phillip,Salazar,PL,Active
1055,Chaz,Webb,PYZ,Active
1056,Desmond,Anderson,SVG,Active
1057,Sophie,Decker,TNS,Active
1058,Lena,Bryan,WBL,Active
1059,Kelsie,Mccormick,BPC,Active
1060,Frida,Livingston,CCDR,Active
1061,Isai,Alvarado,EW,Active
1062,Travis,Vasquez,BPC,Voluntarily Terminated
1063,Jazlene,Maynard,CCDR,Active
1064,Wyatt,Donovan,SVG,Voluntarily Terminated
1065,Nathaly,Cooper,EW,Active
1066,Gage,Weeks,MSC,Active
1067,Gavin,Frye,TNS,Active
1068,Amber,Ross,PYZ,Active
1069,Wyatt,Edwards,WBL,Active
1070,Karla,Reed,NEL,Active
1071,Yadira,Mcmillan,PL,Voluntarily Terminated
1072,Fernando,Mcconnell,BPC,Active
1073,Sean,Bean,CCDR,Active
1074,Lilianna,Mccall,SVG,Voluntarily Terminated
1075,Salvador,Thomas,EW,Active
1076,Jair,Silva,MSC,Active
1077,Derek,Moreno,TNS,Active
1078,Litzy,Conner,PYZ,Active
1079,Joanna,Burnett,WBL,Active
1080,Abdullah,Frederick,NEL,Active
1081,Armani,Porter,EW,Voluntarily Terminated
1082,Taylor,Sanders,MSC,Active
1083,Iliana,Randall,NEL,Active
1084,Luke,Henderson,PL,Active
1085,Madelyn,Lambert,PYZ,Active
1086,Ava,Pace,SVG,Active
1087,Delaney,Bruce,TNS,Active
1088,Jair,Bullock,WBL,Active
1089,Kayla,Farrell,BPC,Active
1090,Taylor,Gamble,CCDR,Active
1091,Carl,Desimone,PYZ,Active
1092,Sophia,Theamstern,PYZ,Active
